Unnamed: 0,text,Sentiment
933,@IKNnusantaraID Kami warga Palangka Raya mendukung pembangunan IKN Nusantara #IbuKotaNegara,Netral
934,@IKNnusantaraID Semoga tetap semangat para pejuang pembangunan ikn. Maju terus NKRI #IKNNusantara,Netral
935,Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengungkapkan Kementerian PUPR mengaplikasikan material dan desain ramah lingkungan dalam pembangunan proyek-proyek Ibu Kota Nusantara (IKN).  𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗜𝗻𝗳𝗿𝗮𝘀𝘁𝗿𝘂𝗸𝘁𝘂𝗿 https://t.co/2hB0Jp8b3R,Netral
936,@IKNnusantaraID Kami warga Serang akan mengawal pembangunan IKN #PindahIbuKota,Netral
937,Jokowi Targetkan Pembangunan Jalan Tol IKN Selesai Juni 2024 https://t.co/VAfeQn2x8g,Netral
938,"@Fahrihamzah Pembangunan IKN 20% dr apbn, 80%ny swasta.. buka2an aja bang. Kl d batalkan, investor bs ngamuk bakal buka2an",Netral
939,@IKNnusantaraID Kami warga Denpasar akan mengawal pembangunan IKN #IbuKotaNegara,Netral
940,"Gw setiap ada yg blg IKN harus dibangun krn buat pemerataan pembangunan rasa2nya ingin mengedukasi.  Coba cek budget tuk IKN, dan pikirkan jika budget tersebut disebar ke banyak kota lain.  Bangun 1 kota di kalimantan tidak sama dengan pemerataan.",Netral
941,@IKNnusantaraID xKami warga Surabaya akan mengawal pembangunan IKN #PindahIbuKota,Netral
942,"@Fahrihamzah Pembangunan juga jd acak2an,sby bangun dihambalang di gagalkan jokowi.jokowi bangun lagi di IKN,IKN juga digagalkan anis.begitu seterusnya.jd uang rakyat loncat2 gak jelas",Netral
943,Presiden Jokowi dorong pembangunan SDM dan pelestarian budaya di IKN https://t.co/lgsdoHSkIb,Netral
944,"@Fahrihamzah Pak @aniesbaswedan jelas-jelas menentang pembangunan IKN. AYO tunjukkan pendukung anies baswedan, salam perubahan..",Netral
945,Pembangunan IKN akan mengakselerasi pertumbuhan ekonomi inklusif dan merata https://t.co/6rAIDeSV0J,Netral
946,"@DeilyUpdate @Fahrihamzah Daripada bangun IKN yang nggak jelas. Mending bangun Penajam, Tanah Grogot, Bontang, Sangatta dll. Itu baru pembangunan yang merata.",Netral
947,DPRD Penajam: Pemkab Perlu Selaraskan Pembangunan Dengan IKN - https://t.co/8HuCzpuwxO,Netral
948,IKN Nusantara wujudkan pemerataan pembangunan dari sabang hingga merauke https://t.co/Q2Qz8PSJIK,Netral
949,"Presiden Jokowi Groundbreaking Pembangunan PLTS PLN 50 MW di IKN Nusantara, Hadirkan 100% Energi Bersih  https://t.co/4SuN8vrZ5l",Netral
950,Pembangunan IKN akan mengakselerasi pertumbuhan ekonomi inklusif dan merata https://t.co/cw9pFZbO0p,Netral
951,@Fahrihamzah Aku pilih presiden yang maneruskan pembangunan berkelanjutan di segala bidang ya teramsuk IKN,Netral
952,Peresmian Pembangunan dan Revitalisasi Sekolah di IKN: Investasi Pendidikan Unggulan di Kalimantan Timur  #pendidikanindonesia  #ibukotanusantara  #sekolahindonesia #beritapendidikanid  https://t.co/t3G5QQNoni,Netral
953,Pembangunan PLTS di IKN Nusantara https://t.co/Km1ZGvEVQK,Netral
954,Presiden Jokowi Groundbreaking 9 proyek pembangunan IKN #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/QeuiYO3V0o,Netral
955,Pembangunan PLTS di IKN Nusantara #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/YFqzW2zEIM,Netral
956,"Kesiapan Imigrasi Hadapi Pembangunan IKN, Divisi Keimigrasian Kumham Kalsel Ikuti Kegiatan Rapat Koordinasi Komite Intelijen Pusat Tahun Anggaran 2023  @kemenkumhamkalsel #KanwilKemenkumhamKalsel #KumhamKalsel #FaisolAli Kanwil Kemenkumham Kalsel Kumham Kalsel Faisol Ali https://t.co/HNR8r3sBZH",Netral
957,Pembangunan PLTS di IKN Nusantara https://t.co/8Q3JPBg8P0,Netral
958,Melalui IKN Nusantara pemerintah berkomitmen wujudkan pemerataan pembangunan dari Sabang hingga Merauke https://t.co/A0D05S8NA0,Netral
959,Presiden Jokowi Geoubdbreaking 9 proyek pembangunan IKN https://t.co/3BExAt4yro,Netral
960,Kepala Bank Indonesia Perry Warjiyo meresmikan groundbreaking pembangunan gedung perkantoran BI di IKN. Semoga pembangunan ini dapat berjalan lancar dan memberikan manfaat bagi kemajuan negara kita!,Netral
961,"Warga penerima Uang Ganti Kerugian (UGR) dari pemerintah pusat, karena lahannya terdampak pembangunan infrastruktur Ibu Kota Nusantara (IKN) dibekali pengetahuan pengelolaan keuangan dan kewirausahaan. https://t.co/ER2PqHUyLa",Netral
962,"Pembangunan Ibu Kota Negara (IKN) Nusantara diyakini akan memberikan dampak positif bagi perekonomian masyarakat di Kalimantan, khususnya bagi sektor Usaha Mikro Kecil dan Menengah. https://t.co/O2UjE9q2kl",Netral
963,"Kesiapan Imigrasi Hadapi Pembangunan IKN, Divisi Keimigrasian Kumham Kalsel Ikuti Kegiatan Rapat Koordinasi Komite Intelijen Pusat Tahun Anggaran 2023 https://t.co/4YDu2YQGRy",Netral
964,keamanan di IKN. Semoga pembangunan rusun ini dapat segera rampung dan memberikan kenyamanan bagi para ASN yang bekerja di IKN.,Netral
965,"Kesiapan Imigrasi Hadapi Pembangunan IKN, Divisi Keimigrasian Kumham Kalsel Ikuti Kegiatan Rapat Koordinasi Komite Intelijen Pusat Tahun Anggaran 2023 @kumham_kalsel #KumhamKalsel #FaisolAli Kanwil Kemenkumham Kalsel Faisol Ali https://t.co/iFT9dt0pL9",Netral
966,"@Fahrihamzah jokowi begitu ngotot dgn ikn nya sehingga sebelum lengser dikebut dr segi pembangunan dan dananya agar supaya orang akan berpikiran seperti anda tdk bs di stop hrs dilanjutkan karena sdh byk dana pemerintah digelontorkan"" itu ngakali namanya hrs di audit dl proyek2 tsb niscaya?""",Netral
967,@coema_coemi @jokowi Dukung pembangunan IKN,Netral
968,"Pembangunan PLTS IKN untuk Sistem Kelistrikan Andal dan Ramah Lingkungan  PLTS ini menunjukkan keseriusan pemerintah untuk menyiapkan sistem kelistrikan yang andal, yg berbasis pada ramah lingkungan untuk pemenuhan kebutuhan listrik di IKN.  Mekdi Zahra Baccarat Dasiyah Giselle https://t.co/0NgKWvOfp7",Netral
969,Kesiapan Kantor Imigrasi Menghadapi Pembangunan IKN Imigrasi Balikpapan Ikuti Kegiatan Rapat Koordinasi Komite Intelijen  https://t.co/rb5B32gyPX,Netral
970,"Kesiapan Imigrasi Hadapi Pembangunan IKN, Divisi Keimigrasian Kumham Kalsel Ikuti Kegiatan Rapat Koordinasi Komite Intelijen Pusat Tahun Anggaran 2023   Selengkapnya : https://t.co/OIscdBnEPM  @kumham_kalsel #KumhamKalsel #FaisolAli #Rtnbarabai #GtIskandarsyahKanwil Faisol Ali https://t.co/tbrqboS7JM",Netral
971,"@Fahrihamzah Pembangunan IKN sudah ada undang undangnya. Klu mau membatalkan,hapus ,batalkan undang undangnya.",Netral
972,@Anggita_lung @jokowi Dukung pembangunan IKN,Netral
973,Soal IKN sy setuju. Manfaat perpindahan IKN akan jauh lebih besar dari sekedar pembangunan infrastruktur yg lain selama era pa Jokowi.  Kebermanfaatan IKN jk. wkt yg panjang utk pemerataan ekonomi seluruh negeri NKRI.,Netral
974,"Kesiapan Imigrasi Hadapi Pembangunan IKN, Divisi Keimigrasian Kumham Kalsel Ikuti Kegiatan Rapat Koordinasi Komite Intelijen Pusat Tahun Anggaran 2023 Selengkapnya : https://t.co/8ooGuVWeih  @Kemenkumham_RI  @kumham_kalsel  #KanwilKemenkumhamKalsel #KumhamKalsel #FaisolAli",Netral
975,"Presiden RI Joko Widodo (Jokowi) menegaskan komitmen pemerintah terhadap keberlanjutan pembangunan IKN. Menurut Presiden, pembangunan IKN sudah diamanatkan dalam undang-undang dan disetujui 93 persen fraksi di DPR.  ___ Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 https://t.co/Zk70xhyEYf",Netral
976,Dukung pembangunan IKN Nusantara 🇲🇨,Netral
977,"Meski Presiden Ganti, Pembangunan IKN Nusantara akan tetap Berlanjut. Hal ini ditegaskan Oleh Presiden @jokowi , komitmen pemerintah terhadap keberlanjutan pembangunan IKN.   Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 Tel Aviv Senin https://t.co/EAVbRLhivd",Netral
978,"Kesiapan Imigrasi Hadapi Pembangunan IKN, Divisi Keimigrasian Kumham Kalsel Ikuti Kegiatan Rapat Koordinasi Komite Intelijen Pusat Tahun Anggaran 2023 Selengkapnya : https://t.co/H0uuFluDSa  @Kemenkumham_RI @kumham_kalsel #KanwilKemenkumhamKalsel #KumhamKalsel #FaisolAli https://t.co/GM5lHgOUmS",Netral
979,@Fahrihamzah Pamer diri kau fahri... Sepengetahuan kami tak ada capres yg ingin membatalkan pembangunan ikn.,Netral
980,@keuangannews_id Netizen maunya gimana  🙃? Pembangunan IKN bertujuan supaya ibukota negara di tengah dari sabang sampe merauke udah di rencanakan sejak presiden dulu biar ga dikira indonesia itu jawa saja.,Netral
981,"Presiden Jokowi menegaskan bahwa pembangunan IKN Nusantara akan terus berlanjut meski presidennya berganti, pembangunan IKN sudah memiliki payung hukum  Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 https://t.co/ZYt3WU2xMa",Netral
982,"@Fahrihamzah Maksud Bapak Apa ni,,,Bukankah Pembangunan IKN saat kita lagi susahnya menghadapi Covid,,,lagi PPKM,,,APBN lagi bermasalah,,",Netral
983,"Pembangunan Pembangkit Listrik Tenaga Surya (PLTS), di IKN Nusantara menunjukkan keseriusan pemerintah untuk menyiapkan sistem kelistrikan yang andal, yang berbasis pada ramah lingkungan untuk pemenuhan kebutuhan listrik di IKN.   Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 https://t.co/ddZB6W8aie",Netral
984,"IKN Nusantara🇮🇩👍 Jokowi: Presiden ganti IKN tetap lanjut. Ia mengatakan, pembangunan IKN dijamin oleh Undang-Undang Ibu Kota Negara (UU IKN) yang disetujui oleh mayoritas fraksi di Dewan DPR  *Lanjukan 🇮🇩 https://t.co/r8dt738mDq   Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 https://t.co/0yC8E8AQnU",Netral
985,Pembangunan Infrastruktur yg merata jadi pilar menyongsong Indonesia Emas 2045 #IndonesiaMaju #Jokowi #IndonesiaEmas2045 #IKNNusantara #IKN https://t.co/V43RSgXt11,Netral
986,Dukung pembangunan IKN Nusantara,Netral
987,"@msaid_didu 1.giliran udah jadi proyek, teriak duit rakyat,malah minta dilanjut trus proyeknya,waktu rakyat menolak/minta pembangunan IKN ditunda dg alasan kondisi uang APBN yg msh hrs biaya hal proritas dibanding IKN, gak pada denger diem2 bae",Netral
988,Pembangunan IKN Nusantara di Kalimantan Timur dipastikan tetap berlanjut walau Presiden nanti berganti. Krn pembangunan IKN itu dijamin oleh UU IKN yg disetujui oleh mayoritas fraksi di Dewan Perwakilan Rakyat (DPR).  Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 #Hamas https://t.co/3hlNn4kLvv,Netral
989,"“IKN ini ada undang-undangnya, undang-undang itu didukung oleh 93 persen fraksi-fraksi yang ada di DPR.  Presiden  melakukan peletakan batu pertama pembangunan Pembangkit PLTS di kawasan IKN, Kaltim.",Netral
990,"Presiden @jokowi menyatakan, pembangunan IKN bakal terus berlanjut meski masa pemerintahannya akan berakhir pada 2024.  Pembangunan IKN dijamin oleh  UU IKN yang disetujui oleh mayoritas fraksi di Dewan Perwakilan Rakyat (DPR).  Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 https://t.co/T28XCYq8sD",Netral
991,"Pembangunan IKN Terus Berlanjut, Jokowi: Hingga Desember 2023 Terealisasi Senilai Rp 45 T https://t.co/I9gJbKGb0j via @vibizmediacom https://t.co/jgu0IrCi89",Netral
992,"Presiden @jokowi menegaskan komitmen pemerintah terhadap keberlanjutan pembangunan IKN. Menurut Presiden, pembangunan IKN sudah diamanatkan dalam undang-undang dan disetujui 93 persen fraksi di DPR.  Mekdi Zahra Baccarat Dasiyah Giselle Replay 1988 https://t.co/7aRUkXbxAD",Netral
993,"Presiden Jokowi melakukan peletakan batu pertama pembangunan PLTS, Kamis, (02/11/2023), di IKN, Penajam Paser Utara, Kalimantan Timur. (Sumber: Tangkapan Layar)  Presiden RI Joko Widodo (Jokowi) melakukan peletakan batu pertama atau groundbreaking pembangunan Pembangkit Listrik… https://t.co/cg25QJvw92",Netral
994,"Pembangunan PLTS di IKN Wujud Keseriusan Pemerintah Sediakan Energi Hijau  PLTS ini menunjukkan keseriusan pemerintah untuk menyiapkan sistem kelistrikan yang andal, yg berbasis pada ramah lingkungan untuk pemenuhan kebutuhan listrik di IKN.  Mekdi Zahra Baccarat Dasiyah Giselle https://t.co/SxSeD27WGr",Netral
995,Presiden Jokowi Kunjungi Pembangunan Sumbu Kebangsaan Tahap I IKN https://t.co/NcOQtvvkI3 via @vibizmediacom https://t.co/TkJCJqmuSZ,Netral
996,@Fahrihamzah Lah kalau yang punya uang (rakyat) minta batal gmn bang? Masalahnya rakyat gk rela itu dengan caranya penguasa dalam pembangunan IKN yang serampangan,Netral
997,Pembangunan Infrastruktur IKN harus Seiring dengan Pembangunan SDM https://t.co/QKFs0Sjj3A via @vibizmediacom https://t.co/w7Nl7xiZ2Q,Netral
998,Pembangunan PLTS IKN akan bantu penerangan iKN #KinerjaJokowi #NKRIMembangun #MelajuIndonesiaMaju Zahra #GazaGenocide hujan betah gadis kretek cowo reply1988 pagi pagi senin https://t.co/JBkUmuFYZZ,Netral
999,Pembangunan IKN terus digenjot #KinerjaJokowi #NKRIMembangun #MelajuIndonesiaMaju Zahra #GazaGenocide hujan betah gadis kretek cowo reply1988 pagi pagi senin https://t.co/835FlUbf7t,Netral
1000,Pembangunan IKN matang rencana #IbuKotaNegara #IKNNusantara #PindahIbuKota #Savepalestine Hujan zahra Giselle Minggu Irene https://t.co/EFvzk3WScs,Netral
1001,Dukung penuh pembangunan IKN #IbuKotaNegara #IKNNusantara #PindahIbuKota #Savepalestine Hujan zahra Giselle Minggu Irene https://t.co/pP2KXkGN9l,Netral
1002,POHON YG DI TEBANG BUAT AREA IKN KEMANA?...][ Pemerintah Jamin Minim Tebang Pohon Pada Pembangunan Rusun ASN di IKN https://t.co/a50Oc4rTS6,Netral
1003,"@vita_AVP Ketakutan akn gagalnya pembangunan IKN sangat jelas kelihatan.  Kalimat TAK USAH BELAJAR JADI POLITIKUS"" bisa diartikan pengusaha lbh baik ""DIAM DAN TIDAK IKUTAN BERPOLITIK"", berinvestasi saja.  ""Aman adalah pilihan investor."" Cawe cawe adalah harapan.""",Netral
1004,PUPR: Pembangunan rusun ASN di IKN jaga kelestarian lingkungan https://t.co/b230VuTgQC,Netral
1005,"Ganjar-Mahfud janji akan melanjutkan program Presiden Jokowi, termasuk melanjutkan dan mempercepat pembangunan IKN.  Ya kelanjutan pembangunan penting, yang spesifik di visi misi ada IKN penting,  Bukan hanya dilanjutkan tapi dipercepat itu komitmennya,   #GasssGanjarMahfud https://t.co/Hyl9iOeYvd",Netral
1006,Kemnterian PUPR juga meminta para vendor untuk bisa menawarkan produk-produknya untuk pembangunan IKN. https://t.co/9kNAvhZOGN,Netral
1007,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/h0uMd3rjVc,Positif
1008,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/tXden5fa75,Positif
1009,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/fgEaAsvPer,Positif
1010,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/zuLprbBMfp,Positif
1011,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/6GL1xR7jiN,Positif
1012,Presiden Jokowi Resmi Mulai Pembangunan Gedung Kantor BI di IKN https://t.co/IYaUogCvj5,Netral
1013,PUPR sebut pembangunan rusun ASN di IKN jaga kelestarian lingkungan https://t.co/ky7gBGnED6,Netral
1014,"Tak kurang dari 9 proyek yang dilakukan groundbreaking. Hal ini menunjukkan semakin kuatnya dukungan dan sinergi bagi pembangunan IKN dari berbagai sektor, baik dari investor swasta, badan usaha, dan organisasi lain.  #KotaDuniauntukSemua #Nusantara #IbuKotaNegara #IKN #Indonesia https://t.co/Kfn3OhxKcr",Netral
1015,Jokowi Bicara soal Nasib Pembangunan IKN setelah Tak Lagi Menjabat - SINDOnews TV https://t.co/vIhwz5xEJD,Netral
1016,Pembangunan Ibu Kota Nusantara (IKN) sebagai upaya pemerintah untuk menjadi magnet pertumbuhan ekonomi baru di luar Pulau Jawa dan wajib mendukung produksi industri dalam negeri (lokal). #IKNNusantara #rakyatsejahtera #indonesiamaju #indonesiahebat #IKN #LanjutkanIKN https://t.co/TLWzrO1GZ3,Netral
1017,"@detikcom beginilah pembangunan era ini...bngun bandara, bandara sepi,bangun tol vendor2 nga di bayar.. jngan nnti ikn ngebut2 bngunannya pada roboh 🙏",Netral
1018,Presiden Jokowi menegaskan bahwa pembangunan ibu kota negara (IKN) Nusantara merupakan sebuah lompatan besar untuk melakukan transformasi menuju Indonesia Maju. IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia dan mencerminkan identitas nasional.  #BonusDemografi #IKN,Netral
1019,Kelas jakarta nii.. apalgi pembangunan kaltim... Coba tanyain klo mendirikan sarana umum.. harapannya ikn sesuai anggaran n diberikan kualitas pembangunan terbaik..,Netral
1020,Tujuan utama pembangunan IKN Nusantara adalah sebagai simbol identitas nasional yang menjadi penggerak ekonomi Indonesia di masa yang akan datang. https://t.co/lTwCFa2j7N,Netral
1021,"@xquitavee @jokowi Kalo ngikutin logika di atas, berarti jangan klaim pembangunan tol, bandara, IKN, dll adalah hasil karya Jokowi. Yg ngerjain bukan Jokowi. Yg ngerjain adalah tenaga bangunan.  🤭",Netral
1022,"@Ganjar_Mahfud08 @DPR_RI Saya mencoba menjalin benang merah mengapa pak Jokowi mendukung Gibran jadi Cawapres Prabowo.   Kesuksesan Jokowi, dilanjutkan proyek raksasa lainnya, KA cepat, IKN.  Terjadi gelombang Covid. Dana pembangunan dialihkan  utk covid.   Ada kekhawatiran proyek mangkrak.    Buat opini",Netral
1023,IKN wujudkan pemerataan pembangunan dari Sabang sampai Merauke https://t.co/pANfdqD9qT,Netral
1024,Muhadjir Dorong Kampus Siapkan SDM Pembangunan IKN https://t.co/XHjRA3lDln #beritajogja #jogja #jogjaistimewa https://t.co/vt0DH1t7KW,Netral
1025,Pemerintah Komitmen Pembangunan IKN Nusantara https://t.co/mmpxDRZjxc,Netral
1026,Pembangunan IKN Nusantara memiliki banyak dampak positif bagi masyarakat lokal di Kalimantan khususnya dalam aspek kesejahteraan #IbuKotaNegara #IKNNusantara #KotaDuniaUntukSemua #IKNSejahterakanWargaKaltim #DukungIKN #PertumbuhanEkonomi #IndonesiaEmas2045 https://t.co/TXVS4bseQy,Netral
1027,"Pembangunan Ibu Kota Negara (IKN) Nusantara mendongkrak ekonomi Kaltim menjadi 5,17 persen pada triwulan II-2023. #IbuKotaNegara #IKNNusantara #KotaDuniaUntukSemua #IKNSejahterakanWargaKaltim #DukungIKN #PertumbuhanEkonomi #IndonesiaEmas2045 https://t.co/VzvqoPkTJY",Netral
1028,Berbagai pembangunan infrastruktur IKN yg dilaksanakan di level korporasi seperti ekspansi usaha turut mndorong prospek lapangan usaha konstruksi Kaltim #IbuKotaNegara #IKNNusantara #KotaDuniaUntukSemua #IKNSejahterakanWargaKaltim #DukungIKN #PertumbuhanEkonomi #IndonesiaEmas2045 https://t.co/E6BZup6vnd,Netral
1029,Pembangunan Ibu Kota Negara (IKN) Nusantara mendongkrak ekonomi Kalimantan Timur #IbuKotaNegara #IKNNusantara #KotaDuniaUntukSemua #IKNSejahterakanWargaKaltim #DukungIKN #PertumbuhanEkonomi #IndonesiaEmas2045 https://t.co/NXoJzr8x6r,Netral
1030,@karaharsa ️️ ️ Mas Harris gak ada proyek di IKN? Kan lagi rame tuh pada mulai pembebasan lahan sama pembangunan di sana. Pakdhenya teman sudah jual tanah 2M ke developer.  Daerah timur paling eksotik pantainya sih. Gajah? Suka! Dia gemas kalau lagi interaksi.️ ️️ ️,Netral
1031,@meraaahputiiih Kami warga Manokwari akan mengawal pembangunan IKN #IKNNusantara,Netral
1032,@meraaahputiiih Kami warga Padang mendukung pembangunan IKN Nusantara #PindahIbuKota,Netral
1033,"IKN Nusantara, Pembangunan SDM berdampingan dengan pembangunan IKN #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/SOJWeaOOAL",Netral
1034,"IKN Nusantara, Pembangunan SDM berdampingan dengan pembangunan IKN #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/u6xJpAHZ0x",Netral
1035,"IKN Nusantara, Pembangunan SDM berdampingan dengan pembangunan IKN #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/QXHsrprYYn",Netral
1036,"IKN Nusantara, Pembangunan SDM berdampingan dengan pembangunan IKN #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/180Kdvdyrb",Netral
1037,"IKN Nusantara, Pembangunan SDM berdampingan dengan pembangunan IKN #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/LOSTy0Xuq2",Netral
1038,Dukung pembangunan IKN https://t.co/BdQlPgBVzt,Netral
1039,Muhadjir Dorong Kampus Siapkan SDM Pembangunan IKN https://t.co/j1MdkatvZA #beritajogja #jogja #jogjaistimewa https://t.co/ESWOoKp2ds,Netral
1040,Keberlanjutan pembangunan IKN utk kemajuan Indonesia https://t.co/hMHoYhzRv1,Netral
1041,"Majalah Time   Proyek IKN adalah contoh warisan gelap rezim Jokowi, proyek yg dipaksakan unt rakyat agar bisa dikenang bahwa Jokowi sbg Bapak Pembangunan"" 🤔👎 #DikenangKarenaHutang https://t.co/1cfHwKCI19""",Netral
1042,@meraaahputiiih Kami warga Pontianak mendukung pembangunan IKN Nusantara #IKNNusantara,Netral
1043,Dirjen Cipta Karya Kementerian PUPR Diana Kusumastuti yang turut hadir dalam kunjungan tersebut berharap pembangunan Kantor Presiden di IKN dapat selesai pada Agustus 2024. https://t.co/w8gjoMEeaD,Netral
1044,"Menurut Basuki, pembangunan gedung Kantor Presiden merupakan desain anak bangsa yg interiornya menggunakan Produk Dalam Negeri. Pentingnya penggunaan komponen produk dalam negeri (Tingkat Komponen Dalam Negeri) dalam pembangunan IKN untuk menjaga roda ekonomi nasional. https://t.co/swT7Xm4hNd",Netral
1045,Titik kunjungan salah satunya meninjau progres pembangunan Kantor Presiden pd kawasan Istana Kepresidenan yg berada di Kawasan Inti Pusat Pemerintahan (KIPP). Jokowi mengatakan pembangunan gedung Kantor Presiden di IKN Nusantara sesuai rencana&amp target yg tlh ditetapkan pemerintah. https://t.co/6ANy24LHzX,Netral
1046,"Presiden Jokowi mengambil kebijakan mengejutkan dengan mengerem sementara investasi dari luar negeri yang mau masuk ke proyek pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser, Kalimantan Timur (Kaltim).   #rakyatmerdeka https://t.co/rKonnxOV4W",Netral
1047,@meraaahputiiih Kami warga Kupang mendukung pembangunan IKN Nusantara #PindahIbuKota,Netral
1048,"Tinjau pembangunan jalan tol IKN, presiden  di harapkam Juni 3024 bisadi pakai. https://t.co/FEeaB7gAW9",Netral
1049,Pembangunan IKN Nusantara  berdampingan dengan pembangunan SDM https://t.co/OTX6yGpTyW,Netral
1050,Pembangunan IKN Nusantara  berdampingan dengan pembangunan SDM https://t.co/VnsJgHHtQN,Netral
1051,Pembangunan IKN Nusantara  berdampingan dengan pembangunan SDM https://t.co/43ksNRAuDj,Netral
1052,Pembangunan IKN Nusantara  berdampingan dengan pembangunan SDM https://t.co/NCWtQlpBdy,Netral
1053,Apresiasi investor lokal mendukung pembangunan IKN Nusantara https://t.co/YvqYoXKHLd,Netral
1054,Presiden Jokowi melakukan peletakan batu pertama RS hijau untuk menduking pembangunan IKN https://t.co/cOYHifMJKP,Netral
1055,Peletakan batu pertama RS hijau untuk mendukung pembangunan IKN sebagai Ibukota negara yang mengusung konsep kota hutan https://t.co/A9WgOJI1gv,Netral
1056,Pembangunan kantor BI akan meningkatkan kepercayaan publik dan dunia usaha pada IKN https://t.co/SvbKfb4PhP,Netral
1057,Dukung pembangunan IKN🇮🇩👍,Netral
1058,"berpartisipasi dalam pembangunan IKN Nusantara. Semoga dengan kebijakan ini, Indonesia dapat lebih mandiri dalam mengelola proyek-proyek strategisnya.",Netral
1059,"mendukung pembangunan IKN Nusantara. Semoga dengan kebijakan ini, kita bisa melihat perkembangan pesat di sektor infrastruktur dan menciptakan lapangan kerja baru bagi masyarakat Indonesia. Terus maju, Indonesia! 🇮 🇩",Netral
1060,"berperan dalam pembangunan IKN. Teruslah berjuang, bangsa Indonesia! 🇮 🇩 💪",Netral
1061,Pembangunan Kompleks Perkantoran Bank Indonesia di IKN https://t.co/o85gBD2pD2,Netral
1062,Peletakan Batu Pertama RS hijau untuk mendukung pembangunan IKN https://t.co/FDxCX0XGc1,Netral
1063,"IKN Nusantara terus dibangun!   Presiden Jokowi menegaskan bahwa pemerintah berkomitmen pembangunan  IKN akan terus berlanjut, apalagu sudah diamanatkan oleh undang unsang dan disetujui oleh 93% fraksi di DPR.   Monas Jam 3 Hujan Malming Transmart Jogja Maguire https://t.co/60RUYgjoWW",Netral
1064,"Presiden Jokowi Groundbreaking Pembangunan PLTS PLN 50 MW di IKN Nusantara, Hadirkan 100% Energi Bersih https://t.co/ItLTMIZmik",Netral
1065,"Keberlanjutan pembangunan IKN sudah diamanatkan dalam UU dan disetujui oleh 93% fraksi di DPR, untuk itu Presiden Jokowi menegaskan bahwa pemerintah berkomitmen pembangunan  IKN akan terus berlanjut.   Monas Jam 3 Hujan Transmart Jogja Maguire https://t.co/6vhqWQfZSZ",Netral
1066,@Gus_Raharjo Pak bas yang notabene menter PUR tidak ada saat jokowi berkunjung ke IKN yang lagi dalam pembangunan,Netral
