video_id,author,comment,published_at
5ENLEY94u9M,@ahmadmunawar8657,"MEMANGNYA NGARUH 🤦‍♂️🤦‍♂️🤦‍♂️
Sungguh tega bener dah sama rakyat kecil  🤦‍♂️😢🤦‍♂️🤦‍♂️
Udah di tindas dgn kenaikan pajak dll 🤦‍♂️🤦‍♂️🤦‍♂️
Dianggapnya apa rakyat mu inih disuruh diam ya bner2 tega.
Andai saja seluruh dunia tau ada negeri KONOHA maka koruptor2nya akan dtng berbondong2 masuk 🤦‍♂️",1 hari yang lalu
5ENLEY94u9M,@johnsonjohnson3122,Hapus pph final umkm. Turunkan threshold pkp . Akan mengurangi cenderung org stay di level informal,1 hari yang lalu
5ENLEY94u9M,@tian-so5wg,Mulyono di bantu mulyani dan kroni kroninya sukses menyengsarakan rakyat itulah suatu urusan yang tidak pada ahlinya..mudah mudahan pak prabowo dan rakyat indonesia sedikit sedikit memperbaiki kesalahan yang telah terjadi,1 hari yang lalu
5ENLEY94u9M,@rapemap,"Mbak Prof kok tidak menyinggung soal kelakuan para politisi di thn 2023-2024 yg menyakiti kelas menengah, yg notabene sdh cukup cerdas, punya penghasilan lumayan, tp seperti ""dikhianati"" dg sejumlah jungkir balik konstitusi? Kepercayaan mereka kpd pemerintah sdh turun lho. Ditambah argumen pemerintah di media soal kenaikan PPN yg ngga robust.",1 hari yang lalu
5ENLEY94u9M,@festieko6051,"Salah satu yg membuat rakyat tidak terima ppn 12 %  adalah tidak adilnya hukuman koruptor 300 T hanya 6,5 th pemerintah sdh mendapat uang dr sitaan 300 T tp rakyat dibebani pajak sementara kondisi nyata daya beli masyarakat turun ini bentuk ketidakadilan ..",1 hari yang lalu
5ENLEY94u9M,@johnsonjohnson3122,"Saya kira salah utk menyalahkan uu ck bila umr ga naik signifikan. Umr hanya bisa naik bila terjadi pertumbuhan lapangan kerja dan jumlah industri yg signifikan. Liat SG, VN, CN. Mereka umr naik setelah bbrp waktu terjadi pertumbuhan industri yg pesat. Lucunya ID tdk mendukung industri tumbuh malah suka mencekik industri dgn ragam aturan khusus nya umr, pesangon, izin, pajak, birokrasi dll. Saya rasa semua nya sdg ngelawak ketika bahas masalah umr.",1 hari yang lalu
5ENLEY94u9M,@zilhamfahmi,"Prof Rhenald pasti kenal bu Sri Mulyani (sama2 FEUI tapi beda dept saja), mohon untuk Prof biar ketahuan kenapa begitu kebijakannya, karena Saya yakin Bu Sri Mulyani pasti tahu dampak2nya tapi kenapa seperti ""dipaksakan"", terimakasih Prof 🙏",1 hari yang lalu
5ENLEY94u9M,@muhamir3444,"Semangat prof, cerdas dan sadarkan  bangsa ini",1 hari yang lalu
5ENLEY94u9M,@dendeq5273,"Naikin aja lansung ke 27%, Hungary saja bisa, Indonesia masa tidak bisa ??
OKE GAS OKE GAS !!",1 hari yang lalu
5ENLEY94u9M,@fraga667,Mentri SM dari UI jg... sesama UI tdk akur pendapatnya 👍,1 hari yang lalu
5ENLEY94u9M,@kennysukamto,"Lu pegang omongan gw. 2025. Penerimaan pajak ambruk. Makin byk yg tidak bayar pajak, Baik pph, ppn, pajak kendaraan.",1 hari yang lalu
5ENLEY94u9M,@Garry_Handita,Ulah para begundal pemuja bansos dan makan siang gratis.,1 hari yang lalu
5ENLEY94u9M,@GPKwee,"Rakyat rela bayar pajak 12%, yang penting ga di korup, birokrasi bersih ga pake pungli-pungli, semua oknum perpajakan di brantas (yang suka nego-nego itu, sama-sama tahu lah). Aparat hukum dari Hakim, kejaksaan, kepolisian di bersihkan, Sektor kesehatan dan pendidikan ditingkatkan. Jangan cuma narik pajak dan naikin iuran aja, termasuk BPJS. Orang pinter di Indonesia itu banyak, orang jujur nya yang langka.",1 hari yang lalu (diedit)
5ENLEY94u9M,@mochammadrizkypangestu2387,Setuju banget Prof. Untuk menjadi sektor formal masih 'mengerikan' di Indonesia. Pembuatan legalitas masih mahal biayanya apalagi setelah itu tetap membayar pajak dari PPn PPh,1 hari yang lalu
5ENLEY94u9M,@pinkping1506,Berkuasanya atas dasar nyogok sih.  Jd ketakutan kalo ga bisa bagi2 duit buat pendukungnya,1 hari yang lalu
5ENLEY94u9M,@batmankarduzzz,18:35 mantav,1 hari yang lalu
5ENLEY94u9M,@shantybanget9045,"bener tu mau bikin cv aja kudu ratusan jt,gimana mau bangkit ekonomi.Ya itu yg kaya makin kaya yg miskin tambah miskin.Sekedar mau jadi umkm aja supaya punya faktur izin nya susah duit yg keluar jg banyak.Makanya pengusaha di indonesia lebih dominan orang kaya.Kita yg pengen usaha susah mau kerja susah kepentok umur.",1 hari yang lalu
5ENLEY94u9M,@gatholoco2128,"ini kebijakan ""idhul adha"" namanya,...harus ada yang dikorbankan, pajak naik, subsidi bbm dipangkas, kompensasi hanya UmP, lah pengusaha di korbankan kena ketiganya,....USD naik gila2an,... aseli kebijakan ekonomi indo ini asal2 an.",1 hari yang lalu
5ENLEY94u9M,@shantybanget9045,"kalau mau ppn 12% itu kasih ke orang yg punya aset milyaran,jangan masyarakat yg ngontrak motor masih kredit lo naik in jg,awal nya ngomong buat barang mewah tapi praktek nya yg miskin makin miskin,dah ga jelas itu pajak nya dikemanain.Gaji pejabat aja tu yg dipotong 30%",1 hari yang lalu
5ENLEY94u9M,@alpacino6799,"Apa yg rakyat nikmati dr pajak2 yg dibebankan dan sekarang dinaikan?? Rasanya cuma segelintir aja terutama di golongan bawah dgn bansos2 dan sogokan lainnya sementara golongan menengah tidak ada sama sekali!!! Padahal dr gaji yg blm kita pakai pemerintah sudah langsung dapat dan ini berlangsung ber puluh2 tahun. Kita belanja , naik bus krl lewat tol semua berbayar ga ada yg gratis bpjs juga bayar, anak masuk sekolah ke negeri juga bayar blom lagi kalo masuknya nyogok. Trus kalo udah tua kita yg pensiun sbg karyawan swasta kita cuma andalin sisa2 tabungan yg bisa kita kumpulin yg ga seberapa tanpa ada bantuan sama sekali dr pemerintah.  Apakah hidup spt ini yg di cita2kan rakyat??? Pdhal SDA ini berlimpah shg kita sering dengar INDONESIA KAYA tapi ga semua rakyat menikmati.  Sementara KORUPSI gila2an, PENGUASA semena2 berhutang, RUPIAH yg terus loyoo, MAKIN ANCUR nasib rakyat krn yg miskin makin banyak krn pajak makin buat berat",1 hari yang lalu
5ENLEY94u9M,@kennysukamto,"Mau jadi negara maju. Wkwkwkkw
Urusin aja itu korupsi. Koruptor ratusan triliun aja cuman 6.5 taon. Pemerintah ga ada otak.",1 hari yang lalu
5ENLEY94u9M,@KokoJono-d4d,Saya tdk setujuuuuu mending di pph. Ppn itu jahat banget,21 jam yang lalu
5ENLEY94u9M,@rhezafirmansyah8075,Pemerintah tau daya beli lagi merosot..banyak phk..tapi mereka pura2 budeg dan tuli,1 hari yang lalu
5ENLEY94u9M,@gatholoco2128,"gampang,...itu duit malingan si Harry Moeis dkk yang 300 trilyun disita semua,......bisa  tutup sebagian defisit negara....kejar para koruptor,sita aset2nya,...Bangkrutkan!!!.... itu semua duit rakyat!!!!",1 hari yang lalu
5ENLEY94u9M,@prastikokhalifah,"Provokasi ngalor ngidul orang yang gatau apa2, percaya aja sama pemerintah pasti sejahtera.* gitu kata yang hidupnya dari bansos ke bansos",1 hari yang lalu
5ENLEY94u9M,@faridrid1139,Di negeri ini....perijinannya muahal dan luamaa😂,1 hari yang lalu
5ENLEY94u9M,@paulustan5530,"Bayar pake uang koruptor aj biar koruptor tdk hidup mewah2 di penjara dan bebas menikmati hasil korupsinya..wow naik cuma 50T mending 300T dr koruptor gratifikasi dijamin gk bikin menengah turun ke kelas bawah minimal masi bertahan, dan distribusi dr supplier ke konsumen jgn diputus shg banyak kelas menengah yg dpt membuka lapangan kerja....Makany investor2 yg jualan dr luar negeri harus dikenakan beacukai yg mahal untuk melindungi investor dlm negeri klw dari luar masuk murah buat aplagi investor buka pabrik di indo..",1 hari yang lalu (diedit)
5ENLEY94u9M,@jarvisbutler-d4x,Belom prof. Situasi usaha belom pulih seperti pra-covid. Bs dicek dilapangan. Survey aja. Kalo di bisnis saya belom pulih.,1 hari yang lalu
5ENLEY94u9M,@sendytiaprayoga9896,"Alhamdulillah dapet ilmu ekonomi luar biasa yang ""Gratis""❤",1 hari yang lalu
5ENLEY94u9M,@jarvisbutler-d4x,"Persis seperti kebijakan pelarangan kantong plastik belanja. Hanya ikut2an negara amerika. Padahal disana kresek impor, ketika dilarang ga ada gejolak sosial di lokal. Lha indonesia kresek buatan lokal. Pemerintah matikan rakyatnya sendiri. Pemerintah asal ikut2an doank, tanpa mempertimbangkan keadaan lapangan yg ada yg notabene berbeda dgn negara amerika.",1 hari yang lalu
5ENLEY94u9M,@glodirochannel8616,Indonesia hanya penindas gak ada kemakmuran untuk rakyatnya...,1 hari yang lalu
5ENLEY94u9M,@christiantochua1533,"Indonesia terlalu ngebet mau jadi negara yang dikatakan maju, sedangkan China yang secara ekonomi lebih maju saja masih berpegang pada status negara berkembang.",1 hari yang lalu
5ENLEY94u9M,@agungsupsuleiman51,Thanks infonya…👍👍,1 hari yang lalu
5ENLEY94u9M,@hendarwaskito3122,menteri2 kabinet wowo kalau diajak diskusi soal ini pada ngerti ora son ?…😎,1 hari yang lalu
5ENLEY94u9M,@TitiAnjasmoro,"Semoga pejabat2 yg menikmati uang korupsi dan fasilitas negara yg ga masuk akal, ga berkah hidup nya dunia akhirat.",1 hari yang lalu
5ENLEY94u9M,@teguhadisumantri1680,Mau negara tumbuh? Korupsi brantas!! Ini kok korupsi 300T dihukum 6 tahun??? Ini kok malah naikin pajak???,1 hari yang lalu
5ENLEY94u9M,@sumberagung-m9b,lumayan nih adsensenya,1 hari yang lalu
5ENLEY94u9M,@muhamadhafiz6329,"setuju banget sama prof talisa dan prof renal, pemerintah menaikan PPN karna itu opsi paling mudah untuk meningkatkan pendapatan ketimbang mencetak hutang atau printing money, dikarenakan suku bunga global dan domestik yang terbilang masih tinggi sehingga return atau pengembalian yang dikeluarkan oleh pemerintah akan semakin besar, akan tetapi disisi lain asumsi peningkatan ekonomi yg sustain meleset semua dikarenak resesi dan konflik global, jadi bener kata prof renal kenaikan ppn ini harus ditunda dulu sampai semua indikator ekonomi ini kembali baik.",1 hari yang lalu
5ENLEY94u9M,@sukestiiriani3415,"Turunlah ke masyarakat, banyak yang terjerat hutang.",1 hari yang lalu
5ENLEY94u9M,@yoyok2424,Hanya Anies yg mempunyai gagasan dan ide yg berkeadilan sosial bkn yg berkelanjutan dinasty iblis,1 hari yang lalu
5ENLEY94u9M,@rawersiregar-fm4fn,Malas bayar pacak koruptor meraja lela dan di lingdunggi hukum cuman berlaku utk rakyat kecil dan di perjual belikan peneritah STOP BICARA Indonesia emas 2045 bulsit,1 hari yang lalu
5ENLEY94u9M,@tomy7615,"Mulyono pengeh sugeh yg miskin dicekik,majaki wong seng ikhlas tura turu dibayar gonuwi seng salah sopo",1 hari yang lalu
5ENLEY94u9M,@hangaming6255,Mantap👍,1 hari yang lalu
5ENLEY94u9M,@bl4ckb3ll,"Tahun lalu kan sy uda kasih tau prof klo indonesia lg krisis tp prof ga percaya krn data nya msh bagus. Jd org2 akademis bicara berdasarkan data yg tersaji, bukan berdasarkan data realitas. Data itu ada bermacam2 bentuknya prof.",1 hari yang lalu
5ENLEY94u9M,@jonnyryacudu,Dicoba setaon dulu aja PPN 12% ntar kalau bnyk yg babak belur diturunkan ke 11% lagi. Gitu aja koq repot. 😂,1 hari yang lalu
5ENLEY94u9M,@argawiwaha4492,Mental minta disuapin rakyat terus,1 hari yang lalu
5ENLEY94u9M,@hadisoewoyo8739,Negara harusnya cari sumber uang lain deh selain pajak.  Gaji pwra pejabat dll ya dari usaha lembaga negara cari duit aja selain pajak. Pajak hanya untuk prmbangunan negara saja.,1 hari yang lalu
5ENLEY94u9M,@Homsatun475,Ok gas jogetin ajah,1 hari yang lalu
5ENLEY94u9M,@ervantputrarahman4574,"mau rajin bayar pajak, tapi masih suka kena pungli. belom lg dana pajak malah tidak menyasar ke kelas menengah. yg ada malah buat perut pejabatnya makin gendut.",1 hari yang lalu
5ENLEY94u9M,@bastonybahar4422,"Akibat pengeluaran negara yg sangat besar selama Covid-19, dibayar dengan menaikan PPn menjadi 12 persen,  sungguh keputusan yg sangat tidak adil bagi rakyat,  karena pengeluaran yg besar selama covid  diduga di korupsi dan sangat menguntungkan penguasa d pengusaha tertentu,  terus rakyat yg harus menanggungnya.",1 hari yang lalu
5ENLEY94u9M,@moettaqin,Korupsi cuman suruh balik...hadeuh...,1 hari yang lalu
5ENLEY94u9M,@hayolo12,Kabinet gemuk omon omon 😅,1 hari yang lalu (diedit)
5ENLEY94u9M,@asyharibudiman,"Solusi sederhana negeri ini (namun tidak bagi MEREKA DIATAS SANA) cukup penerapan SINGLE IDENTITY (NIK) dari sejak lahir sampai mati dengan data yang tersusun, tersimpan, teraman (BIG DATA). Indonesia itu masalahnya ada dua dari dulu, DATA TIDAK LENGKAP dan ARSIP TIDAK TERSIMPAN. Sayangnya tidak pernah terlaksana, bahkan pernah di-korupsi. Ask yourself, Anda (pernah) punya KTP berapa?.

Pajak? sama seperti NIK tadi, contoh kecil: Kenapa digit angka NIK/NPWP harus 16 digits? kenapa tidak 12 saja misalnya. Secara sederhana dengan Ms.Excel, digit terakhir bisa saja berubah angka menjadi ""0"" saat di-tabulasi-kan. Tujuannya apalagi kalau bukan ""BISA DIPERSULIT KENAPA HARUS DIPERMUDAH"" kalau mudah, zakat seharusnya menjadi pengurang Wajib Pajak. Ask yourself (Perorangan/Badan) sudahkah Anda jujur mengisi LAMPIRAN HARTA&HUTANG SPT secara BENAR APA ADANYA?.

DENGAN NIK & PELAPORAN SERTA PENYETORAN KEWAJIBAN (ZAKAT&PAJAK) yang VALID, INSYA ALLAH NEGERI dan RAKYAT INI SUDAH SEJAHTERA SEJAK DAHULU KALA.",1 hari yang lalu (diedit)
5ENLEY94u9M,@KhaerulUmam702,"Menaikan 1% ppn cuma dapat 50T, padahal aset hasil korupsi yang merugikan negara kalau disita bisa 1000T.😅",1 hari yang lalu
5ENLEY94u9M,@Teman_Matik,bagus penjelasannya gamblang bgt....good job prof,1 hari yang lalu
5ENLEY94u9M,@hilmanofficial6137,"Benahi dulu Kantor Pengepul Pajaknya, biar uang pajak tidak berceceran. Pecat dan hukum seberat2 nya para oknum Penjabat Pajak yang terbukti melakukan korupsi.",1 hari yang lalu
5ENLEY94u9M,@dityajaya3309,Pemerintah bkn tdk tahu tapi pura2 gak tau,1 hari yang lalu
5ENLEY94u9M,@hisarsitompul3194,Legalkan saja bisnis disebut pemerintah bisnis ilegal terutama sektor Tambang MIGAS DÀN MINERAL,1 hari yang lalu (diedit)
5ENLEY94u9M,@DickyGindo,"Beli mobil nyicil, pake pertalite Prof, bukan kaya.",1 hari yang lalu
5ENLEY94u9M,@stevansha1515,barang china di BOMB NUKLIR kan ke Indonesia 🇮🇩 kita tamat dehh karena rakyat kita hanya lihat MURAH,1 hari yang lalu
5ENLEY94u9M,@juhaedaeda6013,"Kami UMKM sungguh berat Ppn 12%, Ppn 11% saja berat 😢",1 hari yang lalu
5ENLEY94u9M,@hisarsitompul3194,"Waktu msh aktif sy punya naluri memperluas basis pajak tapi rupanya otoritas pajak lbh mendahulukan SDM yg bernaluri agamis drpd naluri profesionalitas dan kompetensi
Tidak heran jika ingin memperluas tax ratio  dgn menaikkan tarif pajak satu2nya yg bs terpikirkan oleh pelaksana kebijakan pemerintah. Bgmn tidak beras saja kena PPN yg notabene hasil pertanian..dan juga sembako....",1 hari yang lalu
5ENLEY94u9M,@brainace13,"Yang paling gampang soalnya, klo nyita hasil korupsi kan susah 😂",1 hari yang lalu
5ENLEY94u9M,@ratihrismawati7928,"Knp pajak terus yg dikejar prof padahal kondisi masyarakat kita sedang tdk baik2 saja ekonomi nya, yg pada berduit dikasih tax amnesty plus pada dikorup hasil pajak nya plus pejabat yg perlu disantuni tambah buanyak. Lah SDA yg di keruk ugal2an kemana hasil nya 😮",1 hari yang lalu
5ENLEY94u9M,@AgusXpro,"Jangan dijadikan penasehat di pemerintah. Ingat...pendapat seseorang itu sangat dipengaruhi dimana dia berada. Tidak ada akademisi....ahli...atau professional yg memenuhu kreteria menurut keilmuannya

Biarkan orang orang ini diluar penerintah supaya tetap netral ..berpendapat sesuai dgn fakta...berdasarkab data dan ketajaman analisa.",1 hari yang lalu
5ENLEY94u9M,@ricardonovri7792,"Ketika PPN masih isu maka Harga retail di Consumer Product/ Good:::Saya sangat paham dgn harga karena saya cukup lama jadi pedagang warung kelontongan kecil:::Sbb urutannya
1 Sales dari Distributor/ harga pabrik
2 Grosir besar
3 Grosir kecil
4 Semi grosir
5 Pengecer
6 Konsumen
Ketika sales sudah kasih isue ke para grosir/ semi grosir::::Harga langsung bergejolak???
Airlangga H,,,Srimulyani,,Bahkan Prabowo Subianto::::Tak paham ini mekanisme karena!!!
Sbb::::Dulu mungkin miskin/ Tetapi setelah tak jadi orang miskin/ rakyat umum::::Tak alami dan mungkin sudah lupa rasanya alami ini????
Orang---orang kaya sekarang yang dulu miskinpun sudah hilang ((((Fee))) merasakan kesulitan dari gejolak ini????
😊😊😊😊😊😊😊😊
Korupsi jalan di tempat???
Tax ratio yang paling aman dan mudah bagi setiap pemerintah;;;;Pajeki rakyat kecil??",1 hari yang lalu
5ENLEY94u9M,@masnieritrina,"Pajak naik sebetulnya fine fine aja bila sdh ada analisis yg jelas . Tapi harusnya paralel dgn pemberantasan korupsi. Kalo pajak naik tapi korupsi juga naik, ga ada gunanya",1 hari yang lalu
5ENLEY94u9M,@dinesaro,"Dimensi pajak :
Keadilan
Kenyamanan
Kemudahan
Kredibility",1 hari yang lalu
5ENLEY94u9M,@callmeyachi9837,harga sembako sudah naik. menkeu bohong soal PPN 12 % cuma barang mewah.,1 hari yang lalu
5ENLEY94u9M,@DickyGindo,Kuliah,1 hari yang lalu
5ENLEY94u9M,@setiobudiono3729,"Menteri keuangan memang cerdas dan pintar memalak duit rakyat kecil yang makan aja susah,tapi dungu dan bodoh menarik pajak kekayaan konglomerat yang duitnya Trilyunan",1 hari yang lalu
5ENLEY94u9M,@dinesaro,"Masalahnya skrg pemerintah tdk efisien, seperti pembangunan IKN yg dipksakan, makan bergizi gratis. 
Sebenarnya lebih mudah lagi jika pemerintah mau mengesahkan UU perampsan aset koruptor bisa biayangkan berapa ratus triliun yang akan diterima. Itu setara dengan penerimaan PPN bbrp tahun",1 hari yang lalu
5ENLEY94u9M,@stevansha1515,"mengenai spending saat pandemi, menurut saya justru saat pandemi tabungan terkuras, setelah pandemi justru ekonomi sangat berat naik nya.

asumsi nya pemerintah salah ini kok ngeri yaa 😢😢😢",1 hari yang lalu
5ENLEY94u9M,@AkujTenak,"Turunkan PRABOWOOOOOOOO...

NYESAL W COBLOSS",1 hari yang lalu
5ENLEY94u9M,@fitriairma6281,Saya seorang buruh nyuci dg penghasilan 1.500.000 sebulan. Tidak punya tabungan. Tidak dapat bantuan dari pemerintah.,1 hari yang lalu
5ENLEY94u9M,@DickyGindo,Viraĺkan,1 hari yang lalu
5ENLEY94u9M,@mahirexcel2101,❤❤❤❤❤,1 hari yang lalu
5ENLEY94u9M,@ridwan8886,Pemerintah bisa mengeluarkan diskon pajak PPN untuk produk dalam negeri (TKDN 60% diskon 60%),1 hari yang lalu
5ENLEY94u9M,@sabargaess4489,"Negara Indonesia itu keren banget, yg ga keren pemerintahannya",1 hari yang lalu
5ENLEY94u9M,@ridwan8886,"Semoga tidak jadi seperti perancis, kebanyakan peraturan, pasar kerjanya kurang liquid, kebanyakan subsidi, tertinggal berinovasi",1 hari yang lalu
5ENLEY94u9M,@ckmad818,"Pemerintah sudah gak tahu lagi cara untuk bayar hutangnya kecuali memeras rakyat, PPN naik PKB jg naik, udah berapa tuh beban rakyat",1 hari yang lalu
5ENLEY94u9M,@ibnuafan07,"Ngapain pemerintah mikirin rakyat, udah banyak contohnya, izin tambang, pembalakan hutan, vonis ringan koruptor, mafia hukum, kalo disebutin lg kepanjangan track rekord buruknya 😂",1 hari yang lalu
5ENLEY94u9M,@edysaputra4220,"Selama pembantu pembantu presiden,pola pikirnya masih seperti kodok yang blm keluar dari sumur ya begitu begitu saja tidak ada terobosan baru 😇",1 hari yang lalu
5ENLEY94u9M,@syamsuddinwidjaja2072,Penguasa yg membuat rakyat nya makin miskin,1 hari yang lalu
5ENLEY94u9M,@ridahasanah1781,"Betul prof, orang yg harus dihukum ya dihukum..",1 hari yang lalu
5ENLEY94u9M,@refinefc7004,UMKM aja kl bayar PAJAK dipersulit/prosesnya ribet/mbulet... gimana mau bayar pajak wong dikasih uang aja ribetnya mina ampun.,1 hari yang lalu
5ENLEY94u9M,@edisandras5085,Saya pilih bisnis di Malaysia....nggak ribet...,1 hari yang lalu
5ENLEY94u9M,@jonic7822,gue jualan cet tembok udah dikabarin mulai 1 januari 2025 harga naek 10% apa cet juga termasuk barang mewah?,1 hari yang lalu
5ENLEY94u9M,@afinfinisia6343,"Pemerintah gak pernah pro rakyat cuma slogan pas kampanye aja, setelah terpilih mereka sibuk memperkaya diri sendiri n keluarganya, rakyat tetep ditindas",1 hari yang lalu
5ENLEY94u9M,@redikaak9986,"Sebenarnya rakyat bisa saja mau bantu negara dg dinaikin Pajak, tetapi yang bikin Rakyat Muak adalah kelakuan para pejabat yang korup, mau pajak kita 50% Indonesia Tidak akan Kaya kalau uangnya dikorupsi. Daripada pemerintah Gimmick Ekonomi dengan Pajak, siapkan saja Tanah buat Eksekusi Mati Para Koruptor, bukan malah korupsi 300 Triliun malah dikasih liburan kerja 6 tahun. Sakit Hati Rakyat.",1 hari yang lalu
5ENLEY94u9M,@dutafootball6332,bukan naik bu lo d pasar...tpi ganti harga.... krn kbnyakan bedanya 1500...lo naik paling 500 biasanya...,1 hari yang lalu
5ENLEY94u9M,@lukmanramdani6598,"Kondisi sekarang ini sebenarnya skenario yg ibu buat juga, begitu terbentur realita, kenapa ibu hanya berbicara efeknya, kasihan rakyat Indonesia.",1 hari yang lalu
5ENLEY94u9M,@best.k-s9r,Nggak ada kewajiban bayar pajak yg lainnya bagi rakyat kecil kecuali pajak bumi dan bangunan yg setiap tahunnya harus dibayar oleh rakyat kecil.rakyat kecil itu dominasi profesinya itu buruh dan pekerja atau karyawan.dan rakyat kecil itu adalah semut dan serangga.tolonglah rakyat kecil jgn di jadikan obyek kambing hitam oleh rakyat besar karena merasa keberatan atas kenaikan pajak pendapatan penghasilan.gara gara hal seperti ini secara langsung rakyat kecil kena imbas paling fatal...yg kaya makin kaya yg miskin makin miskin...karena yg kaya enggan bayar pajak dan legowo.,1 hari yang lalu
5ENLEY94u9M,@himurahaibara1459,Kebijakan yg dibuat Sri Mulyani selalu tajam ke bawah. Saya curiga dia kerja bukan untuk Indonesia,1 hari yang lalu
5ENLEY94u9M,@andrasrr,Bayar pajak nanti saja klo sudah bisa korup 300T wkwkwkwwk,1 hari yang lalu
5ENLEY94u9M,@muhamadnurtantio,"Bener prof, sy lbh sk stay di sektor informal, sgtu juga skrg dikejar2 ptgs pajak. 🏳🏳🏳",1 hari yang lalu
5ENLEY94u9M,@yudistira4761,"PPN Naik,Iklan Pinjol semakin menjamur",1 hari yang lalu
5ENLEY94u9M,@AbdulAziz-ki9nr,"Jgn2 pengelola negeri ini. Memang SDH tidak punya ""malu"" KPD rakyatnya..?!!",1 hari yang lalu
5ENLEY94u9M,@tomtom-rv4cl,"Alasan daya beli menurun ya karna banyak bgt pengangguran, gaji UMK yg RENDAH yg hanya cukup untuk kebutuhan pokok bahkan terkadang kurang, PHK dimana-mana...
dari pada menaikkan PPN, alangkah lebih bijaknya untuk memperbanyak sebanyak-banyaknya lapangan pekerjaan, menaikkan UMK, memperbanyak ekspor, mengurangi import, berantas korupsi, berantas mafia,, itu mungkin lebih bijak...
dan kebijakan itu untuk seluruh rakyat, bukan untuk pejabat dan antek-anteknya saja, rakyat juga butuh kebijakan..
TOLONG SAAT MENETAPKAN KEBIJAKAN SEHARUSNYA HATI NURANI YG DIPAKAI BUKAN EGO...",1 hari yang lalu
5ENLEY94u9M,@eventsob,"Masalah PPN jadi merangkum semua tentang keadaan nyata di Indonesia, penjelasan Prof Telisa benar - benar memberikan fakta, bahwa negara kita memang masih sulit bersaing dalam hal birokrasi-nya, semua yang sederhana dibuat jadi rumit.",1 hari yang lalu
5ENLEY94u9M,@rolco6536,"Utang 800 triliun buat ngatasin kondisi darurat di Indo. Sebenernya utangnya cuman 500 T sih kalo 300 T yg dikorup dan dinikmati segelintir orang itu ga terjadi. Namun kan kejadian, dan terdakwa kena 6,5 taun 😂. Seret semua donk itu yg korup2, jangan sibuk ke Hasto mulu. HK kan kaga ngrugiin negara mpe 300 T, fokusin dulu itu yg korup2, sembari kasus HK tetep jalan kaga masalah",1 hari yang lalu
5ENLEY94u9M,@miracleinhope733,"kebijakan perpajakan di indo hanya bisa rendah kalau partai politik jumlahnya sedikit karena jumlah partai politik yg sedikit maka kepentingan materi partai politik tersebut lebih kecil dan penguasa juga tdk terbeban karena dukungan partai politik sehingga tdk perlu diakomodir dgn banyak kementrian yg membebanin anggaran negara. selain itu birokrasi pemerintahan mesti lbh ramping, dan penghematan anggaran mesti dilakukan serta tepat sasaran...",1 hari yang lalu
5ENLEY94u9M,@alsaifok,"Blm apa2 harga bahan pokok dah naik, wifi gue jg ngapain sih ikut naik jg 😅",1 hari yang lalu
5ENLEY94u9M,@slametandik6084,"Pemerintah gak perlu mendatangkan ahli ekonomi utk cari duit kalo cuma memeras rakyat dg pajak tinggi, anak lulusan sma saja bisa...yasalam dech",1 hari yang lalu
5ENLEY94u9M,@Mrw2705,Udah ngak ada duit bangun ikn.udah bego memerintah sekarang mau cawe2.indonesia ngak bakal maju dengan pemerintahan yang ada.revolusi reformasi apa lagi ngak bakal bikin indonesia maju. Manusianya tamak,1 hari yang lalu
5ENLEY94u9M,@lupatanggal5422,"Dari sini kita tau, ternyata cara mengambil kebijakan untuk negara tidak lebih baik dibanding rapat RT untuk outbond, 
Rapat RT utk tamasya lebih canggih karena bisa ganti tujuan wisata kalau cuaca berubah. Yg ini terjadi perang dan ganti peserta wisata saja tidak bisa berubah ...
Dasar norak ..!!😂😂",1 hari yang lalu (diedit)
5ENLEY94u9M,@simpleman3192,"negara menghidupi rakyat ❌❌❌
rakyat menghidupi negara ✅✅✅",1 hari yang lalu
5ENLEY94u9M,@yoyogy,"Kalau bikin kebijakan pun berawal dari “ASUMSI”, sekarang kalo implementasinya saja tidak disesuaikan dengan “FAKTA”, itulah rezim GA BENER… bersama rakyat? Cuma OMON-OMON semata

Yg penting 58% bisa joget gemoy wekekeke ^^”",1 hari yang lalu
5ENLEY94u9M,@therearenofactsonlyinterpr3780,"tidak peduli dengan PPN, PPH, Utang, boros di sana sini, inefisiensi di sana sini, korupsi dari hulu ke hilir dll..
Ttg keuangan negara,, saya cuma cuma peduli 2
1. Negara tidak bangkrut
2. Imbal SBN dibayar
wink wink",1 hari yang lalu
5ENLEY94u9M,@martomarto2980,2 orang Professor yang dalam sekali analisanya ..mtrswn pencerahannya,1 hari yang lalu
5ENLEY94u9M,@nurhabiebadiputra5235,"Dalam sistem ekonomi Islam memungut pajak adalah opsi terakhir ketika kas negara / baitul mal kosong. Itupun akan sangat jarang, krn korupsi tidak akan merajalela.
SIstem sekuler kita sekarang, pajak malah dijadikan opsi pertama dan utama.",1 hari yang lalu
